60.893.195/0001-78,NULL,NULL,NULL,NULL,NULL,NULL,NULL
82.949.371/0001-89,NULL,NULL,NULL,NULL,NULL,NULL,NULL
05.601.374/0001-86,NULL,NULL,NULL,NULL,NULL,NULL,NULL
58.733.585/0005-62,NULL,NULL,NULL,NULL,NULL,NULL,NULL
02.165.825/0001-91,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01.949.507/0001-59,NULL,NULL,NULL,NULL,NULL,NULL,NULL
03.676.785/0001-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL
04.299.229/0001-20,NULL,NULL,NULL,NULL,NULL,NULL,NULL
02.555.908/0001-97,NULL,NULL,NULL,NULL,NULL,NULL,NULL
04.821.956/0001-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL
06.076.766/0001-36,NULL,NULL,NULL,NULL,NULL,NULL,NULL
08.293.719/0001-70,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10.942.652/0001-07,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12.321.171/0001-00,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14.718.337/0001-43,NULL,NULL,NULL,NULL,NULL,NULL,NULL
51.086.080/0001-80,NULL,NULL,NULL,NULL,NULL,NULL,NULL
04.423.567/0001-21,NULL,NULL,NULL,NULL,NULL,NULL,NULL
08.232.799/0001-53,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11.086.466/0001-78,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12.040.975/0001-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12.044.460/0001-09,NULL,NULL,NULL,NULL,NULL,NULL,NULL
13.197.891/0001-60,NULL,NULL,NULL,NULL,NULL,NULL,NULL
13.199.340/0001-35,NULL,NULL,NULL,NULL,NULL,NULL,NULL
75.120.279/0001-46,NULL,NULL,NULL,NULL,NULL,NULL,NULL
04.506.236/0001-55,NULL,NULL,NULL,NULL,NULL,NULL,NULL
08.350.493/0001-00,NULL,NULL,NULL,NULL,NULL,NULL,NULL
17.677.343/0001-98,NULL,NULL,NULL,NULL,NULL,NULL,NULL
02.338.823/0001-57,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14.811.848/0001-05,NULL,NULL,NULL,NULL,NULL,NULL,NULL
02.414.858/0001-28,NULL,NULL,NULL,NULL,NULL,NULL,NULL
02.783.009/0001-41,10.117.118-8,ANICUNS S/A ALCOOL E DERIVADOS - EM RECUPERAÇÃO JUDICIAL,SIM,1931400 - FABRICAÇÃO DE ÁLCOOL,ATIVO - HABILITADO,2008-01-14,1990-08-08
02.783.009/0001-41,10.775.219-0,ANICUNS S/A ALCOOL E DERIVADOS - EM RECUPERAÇÃO JUDICIAL,SIM,0113000 - CULTIVO DE CANA-DE-AÇÚCAR,ATIVO - HABILITADO,2019-09-27,2019-09-27
02.783.009/0001-41,10.566.337-9,ANICUNS S/A ALCOOL E DERIVADOS - EM RECUPERAÇÃO JUDICIAL,SIM,0151201 - CRIAÇÃO DE BOVINOS PARA CORTE,ATIVO - HABILITADO,2013-05-21,2013-05-21
02.783.009/0001-41,10.768.300-8,ANICUNS S/A ALCOOL E DERIVADOS - EM RECUPERAÇÃO JUDICIAL,SIM,0113000 - CULTIVO DE CANA-DE-AÇÚCAR,ATIVO - HABILITADO,2019-07-24,2019-07-24
02.783.009/0001-41,10.768.270-2,ANICUNS S/A ALCOOL E DERIVADOS - EM RECUPERAÇÃO JUDICIAL,SIM,0113000 - CULTIVO DE CANA-DE-AÇÚCAR,ATIVO - HABILITADO,2019-07-24,2019-07-24
02.783.009/0001-41,10.783.266-6,ANICUNS S/A ALCOOL E DERIVADOS - EM RECUPERAÇÃO JUDICIAL,SIM,0113000 - CULTIVO DE CANA-DE-AÇÚCAR,ATIVO - HABILITADO,2019-12-19,2019-12-19
02.783.009/0001-41,10.783.267-4,ANICUNS S/A ALCOOL E DERIVADOS - EM RECUPERAÇÃO JUDICIAL,SIM,0113000 - CULTIVO DE CANA-DE-AÇÚCAR,ATIVO - HABILITADO,2019-12-19,2019-12-19
04.697.050/0001-20,NULL,NULL,NULL,NULL,NULL,NULL,NULL
08.247.215/0001-13,NULL,NULL,NULL,NULL,NULL,NULL,NULL
09.239.112/0001-74,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10.197.200/0001-30,NULL,NULL,NULL,NULL,NULL,NULL,NULL
56.563.729/0001-20,NULL,NULL,NULL,NULL,NULL,NULL,NULL
03.691.766/0001-58,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01.733.629/0001-03,NULL,NULL,NULL,NULL,NULL,NULL,NULL
00.680.835/0001-30,10.400.037-6,CORAL SERVICOS DE REFEICOES INDUSTRIAIS LTDA,SIM,5620101 - FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA EMPRESAS,SUSPENSO - NÃO HABILITADO,2017-10-31,2006-05-23
00.680.835/0001-30,10.128.407-1,CORAL SERVICOS DE REFEICOES INDUSTRIAIS LTDA,SIM,5611201 - RESTAURANTES E SIMILARES,BAIXADO - NÃO HABILITADO,2004-06-09,1989-11-07
10.738.770/0001-90,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12.593.859/0001-30,NULL,NULL,NULL,NULL,NULL,NULL,NULL
77.574.176/0001-81,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01.806.966/0001-83,NULL,NULL,NULL,NULL,NULL,NULL,NULL
02.228.295/0001-83,10.298.352-6,FERTILIZANTES MOTTA LTDA,SIM,"2013402 - FABRICAÇÃO DE ADUBOS E FERTILIZANTES, EXCETO ORGANO-MINERAIS",PARALISADO - NÃO HABILITADO,2011-06-15,1997-11-20
59.527.424/0001-51,NULL,NULL,NULL,NULL,NULL,NULL,NULL
09.029.442/0001-35,NULL,NULL,NULL,NULL,NULL,NULL,NULL
00.102.912/0001-74,NULL,NULL,NULL,NULL,NULL,NULL,NULL
04.879.176/0001-16,NULL,NULL,NULL,NULL,NULL,NULL,NULL
61.655.395/0001-55,NULL,NULL,NULL,NULL,NULL,NULL,NULL
61.089.868/0001-02,NULL,NULL,NULL,NULL,NULL,NULL,NULL
02.171.763/0001-20,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01.141.767/0001-01,NULL,NULL,NULL,NULL,NULL,NULL,NULL
07.433.912/0001-04,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20.379.004/0001-30,NULL,NULL,NULL,NULL,NULL,NULL,NULL
60.850.799/0001-37,NULL,NULL,NULL,NULL,NULL,NULL,NULL
05.672.854/0001-38,NULL,NULL,NULL,NULL,NULL,NULL,NULL
03.058.510/0001-08,NULL,NULL,NULL,NULL,NULL,NULL,NULL
24.587.586/0001-09,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10.761.389/0001-41,10.487.157-1,TOKSAN COMERCIO DE VEICULOS E PECAS LTDA. ME,SIM,"4511101 - COMÉRCIO A VAREJO DE AUTOMÓVEIS, CAMIONETAS E UTILITÁRIOS NOVOS",ATIVO - HABILITADO,2010-12-03,2010-12-03
10.606.618/0001-53,NULL,NULL,NULL,NULL,NULL,NULL,NULL
25.332.198/0001-31,NULL,NULL,NULL,NULL,NULL,NULL,NULL
65.573.719/0001-67,NULL,NULL,NULL,NULL,NULL,NULL,NULL
03.446.310/0001-22,NULL,NULL,NULL,NULL,NULL,NULL,NULL
05.994.759/0001-50,NULL,NULL,NULL,NULL,NULL,NULL,NULL
05.696.948/0001-47,NULL,NULL,NULL,NULL,NULL,NULL,NULL
93.826.360/0001-28,NULL,NULL,NULL,NULL,NULL,NULL,NULL
52.769.684/0001-94,NULL,NULL,NULL,NULL,NULL,NULL,NULL
04.032.707/0001-30,NULL,NULL,NULL,NULL,NULL,NULL,NULL
81.875.213/0001-69,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11.418.447/0001-00,NULL,NULL,NULL,NULL,NULL,NULL,NULL
09.425.028/0001-45,NULL,NULL,NULL,NULL,NULL,NULL,NULL
01.881.601/0001-13,NULL,NULL,NULL,NULL,NULL,NULL,NULL
58.528.761/0001-09,NULL,NULL,NULL,NULL,NULL,NULL,NULL
04.400.905/0001-00,NULL,NULL,NULL,NULL,NULL,NULL,NULL
08.955.364/0001-37,NULL,NULL,NULL,NULL,NULL,NULL,NULL
73.674.632/0001-04,NULL,NULL,NULL,NULL,NULL,NULL,NULL
00.274.682/0001-20,NULL,NULL,NULL,NULL,NULL,NULL,NULL
61.535.266/0001-23,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10.498.783/0001-39,NULL,NULL,NULL,NULL,NULL,NULL,NULL
04.738.856/0001-10,NULL,NULL,NULL,NULL,NULL,NULL,NULL
05.051.838/0001-28,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11.230.614/0001-86,NULL,NULL,NULL,NULL,NULL,NULL,NULL
03.424.767/0001-36,NULL,NULL,NULL,NULL,NULL,NULL,NULL
